criterion,max_depth,max_features,min_samples_leaf,min_samples_split,random_state,splitter,score
gini,18,sqrt,128,16,128,random,0.6365758835168942
gini,18,sqrt,128,32,128,best,0.6145304415259158
gini,18,sqrt,128,32,128,random,0.6365758835168942
gini,18,sqrt,128,64,128,best,0.6145304415259158
gini,18,sqrt,128,64,128,random,0.6365758835168942
gini,18,sqrt,128,128,128,best,0.6145304415259158
gini,18,sqrt,128,128,128,random,0.6365758835168942
gini,18,sqrt,128,256,128,best,0.6145304415259158
gini,18,sqrt,128,256,128,random,0.6365758835168942
gini,18,sqrt,256,1,128,best,0.6249331397856193
gini,18,sqrt,256,1,128,random,0.6167507144297866
gini,18,sqrt,256,2,128,best,0.6249331397856193
gini,18,sqrt,256,2,128,random,0.6167507144297866
gini,18,sqrt,256,4,128,best,0.6249331397856193
gini,18,sqrt,256,4,128,random,0.6167507144297866
gini,18,sqrt,256,8,128,best,0.6249331397856193
gini,18,sqrt,256,8,128,random,0.6167507144297866
gini,18,sqrt,256,16,128,best,0.6249331397856193
gini,18,sqrt,256,16,128,random,0.6167507144297866
gini,18,sqrt,256,32,128,best,0.6249331397856193
gini,18,sqrt,256,32,128,random,0.6167507144297866
gini,18,sqrt,256,64,128,best,0.6249331397856193
gini,18,sqrt,256,64,128,random,0.6167507144297866
gini,18,sqrt,256,128,128,best,0.6249331397856193
gini,18,sqrt,256,128,128,random,0.6167507144297866
gini,18,sqrt,256,256,128,best,0.6249331397856193
gini,18,sqrt,256,256,128,random,0.6167507144297866
gini,18,log2,1,1,128,best,0.6415623830659826
gini,18,log2,1,1,128,random,0.6102965036479475
gini,18,log2,1,2,128,best,0.6415623830659826
gini,18,log2,1,2,128,random,0.6102965036479475
gini,18,log2,1,4,128,best,0.6425529266202675
gini,18,log2,1,4,128,random,0.5972675728837037
gini,18,log2,1,8,128,best,0.6372063331255583
gini,18,log2,1,8,128,random,0.6133442191249202
gini,18,log2,1,16,128,best,0.6389853745202011
gini,18,log2,1,16,128,random,0.6066919047622071
gini,18,log2,1,32,128,best,0.6393731081128832
gini,18,log2,1,32,128,random,0.5970875909530561
gini,18,log2,1,64,128,best,0.6457111023950072
gini,18,log2,1,64,128,random,0.6106536636801475
gini,18,log2,1,128,128,best,0.6363100782391362
gini,18,log2,1,128,128,random,0.6063873677575055
gini,18,log2,1,256,128,best,0.6433383660770123
gini,18,log2,1,256,128,random,0.5827559410360328
gini,18,log2,2,1,128,best,0.6331346209858015
gini,18,log2,2,1,128,random,0.6060931143089731
gini,18,log2,2,2,128,best,0.6331346209858015
gini,18,log2,2,2,128,random,0.6060931143089731
gini,18,log2,2,4,128,best,0.6331346209858015
gini,18,log2,2,4,128,random,0.6060931143089731
gini,18,log2,2,8,128,best,0.637225236033979
gini,18,log2,2,8,128,random,0.6127169409388497
gini,18,log2,2,16,128,best,0.6357218250935165
gini,18,log2,2,16,128,random,0.6007719275335037
gini,18,log2,2,32,128,best,0.6450558774747569
gini,18,log2,2,32,128,random,0.6262504816069866
gini,18,log2,2,64,128,best,0.6423459536017395
gini,18,log2,2,64,128,random,0.6064342151299796
gini,18,log2,2,128,128,best,0.635588580598771
gini,18,log2,2,128,128,random,0.6154240517555283
gini,18,log2,2,256,128,best,0.6348090212759051
gini,18,log2,2,256,128,random,0.6006483776887881
gini,18,log2,4,1,128,best,0.6383234438116463
gini,18,log2,4,1,128,random,0.6130827180986406
gini,18,log2,4,2,128,best,0.6383234438116463
gini,18,log2,4,2,128,random,0.6130827180986406
gini,18,log2,4,4,128,best,0.6383234438116463
gini,18,log2,4,4,128,random,0.6130827180986406
gini,18,log2,4,8,128,best,0.6383234438116463
gini,18,log2,4,8,128,random,0.6130827180986406
gini,18,log2,4,16,128,best,0.637549512798347
gini,18,log2,4,16,128,random,0.6153075055142055
gini,18,log2,4,32,128,best,0.637424077578359
gini,18,log2,4,32,128,random,0.607652378449804
gini,18,log2,4,64,128,best,0.6374252501188677
gini,18,log2,4,64,128,random,0.6090808953878647
gini,18,log2,4,128,128,best,0.6370150321943512
gini,18,log2,4,128,128,random,0.6072659576176608
gini,18,log2,4,256,128,best,0.6260789187308436
gini,18,log2,4,256,128,random,0.6045466053695084
gini,18,log2,8,1,128,best,0.6397422505826017
gini,18,log2,8,1,128,random,0.5987967581485478
gini,18,log2,8,2,128,best,0.6397422505826017
gini,18,log2,8,2,128,random,0.5987967581485478
gini,18,log2,8,4,128,best,0.6397422505826017
gini,18,log2,8,4,128,random,0.5987967581485478
gini,18,log2,8,8,128,best,0.6397422505826017
gini,18,log2,8,8,128,random,0.5987967581485478
gini,18,log2,8,16,128,best,0.6397422505826017
gini,18,log2,8,16,128,random,0.5987967581485478
gini,18,log2,8,32,128,best,0.6367015155188855
gini,18,log2,8,32,128,random,0.6056739849825505
gini,18,log2,8,64,128,best,0.6353059663659856
gini,18,log2,8,64,128,random,0.5970103867258169
gini,18,log2,8,128,128,best,0.6284817634494233
gini,18,log2,8,128,128,random,0.6087129968463052
gini,18,log2,8,256,128,best,0.6339650208377922
gini,18,log2,8,256,128,random,0.5963470579547939
gini,18,log2,16,1,128,best,0.6274331057379645
gini,18,log2,16,1,128,random,0.6128378648595332
gini,18,log2,16,2,128,best,0.6274331057379645
gini,18,log2,16,2,128,random,0.6128378648595332
gini,18,log2,16,4,128,best,0.6274331057379645
gini,18,log2,16,4,128,random,0.6128378648595332
gini,18,log2,16,8,128,best,0.6274331057379645
gini,18,log2,16,8,128,random,0.6128378648595332
gini,18,log2,16,16,128,best,0.6274331057379645
gini,18,log2,16,16,128,random,0.6128378648595332
gini,18,log2,16,32,128,best,0.6274331057379645
gini,18,log2,16,32,128,random,0.6128378648595332
gini,18,log2,16,64,128,best,0.6264173807735415
gini,18,log2,16,64,128,random,0.6033049095513313
gini,18,log2,16,128,128,best,0.633750248331023
gini,18,log2,16,128,128,random,0.6040682079030121
gini,18,log2,16,256,128,best,0.6321400214218684
gini,18,log2,16,256,128,random,0.5962916219243464
gini,18,log2,32,1,128,best,0.6270469939316246
gini,18,log2,32,1,128,random,0.5996918753923838
gini,18,log2,32,2,128,best,0.6270469939316246
gini,18,log2,32,2,128,random,0.5996918753923838
gini,18,log2,32,4,128,best,0.6270469939316246
gini,18,log2,32,4,128,random,0.5996918753923838
gini,18,log2,32,8,128,best,0.6270469939316246
gini,18,log2,32,8,128,random,0.5996918753923838
gini,18,log2,32,16,128,best,0.6270469939316246
gini,18,log2,32,16,128,random,0.5996918753923838
gini,18,log2,32,32,128,best,0.6270469939316246
gini,18,log2,32,32,128,random,0.5996918753923838
gini,18,log2,32,64,128,best,0.6270469939316246
gini,18,log2,32,64,128,random,0.5996918753923838
gini,18,log2,32,128,128,best,0.6306676928183748
gini,18,log2,32,128,128,random,0.5966451304624374
gini,18,log2,32,256,128,best,0.623460597298419
gini,18,log2,32,256,128,random,0.5872638376021889
gini,18,log2,64,1,128,best,0.6216823716219492
gini,18,log2,64,1,128,random,0.5958810910114314
gini,18,log2,64,2,128,best,0.6216823716219492
gini,18,log2,64,2,128,random,0.5958810910114314
gini,18,log2,64,4,128,best,0.6216823716219492
gini,18,log2,64,4,128,random,0.5958810910114314
gini,18,log2,64,8,128,best,0.6216823716219492
gini,18,log2,64,8,128,random,0.5958810910114314
gini,18,log2,64,16,128,best,0.6216823716219492
gini,18,log2,64,16,128,random,0.5958810910114314
gini,18,log2,64,32,128,best,0.6216823716219492
gini,18,log2,64,32,128,random,0.5958810910114314
gini,18,log2,64,64,128,best,0.6216823716219492
gini,18,log2,64,64,128,random,0.5958810910114314
gini,18,log2,64,128,128,best,0.6216823716219492
gini,18,log2,64,128,128,random,0.5958810910114314
gini,18,log2,64,256,128,best,0.6205732084235881
gini,18,log2,64,256,128,random,0.5912642194368343
gini,18,log2,128,1,128,best,0.6223881700130326
gini,18,log2,128,1,128,random,0.5715559761132011
gini,18,log2,128,2,128,best,0.6223881700130326
gini,18,log2,128,2,128,random,0.5715559761132011
gini,18,log2,128,4,128,best,0.6223881700130326
gini,18,log2,128,4,128,random,0.5715559761132011
gini,18,log2,128,8,128,best,0.6223881700130326
gini,18,log2,128,8,128,random,0.5715559761132011
gini,18,log2,128,16,128,best,0.6223881700130326
gini,18,log2,128,16,128,random,0.5715559761132011
gini,18,log2,128,32,128,best,0.6223881700130326
gini,18,log2,128,32,128,random,0.5715559761132011
gini,18,log2,128,64,128,best,0.6223881700130326
gini,18,log2,128,64,128,random,0.5715559761132011
gini,18,log2,128,128,128,best,0.6223881700130326
gini,18,log2,128,128,128,random,0.5715559761132011
gini,18,log2,128,256,128,best,0.6223881700130326
gini,18,log2,128,256,128,random,0.5715559761132011
gini,18,log2,256,1,128,best,0.5921980880922955
gini,18,log2,256,1,128,random,0.5526078731574567
gini,18,log2,256,2,128,best,0.5921980880922955
gini,18,log2,256,2,128,random,0.5526078731574567
gini,18,log2,256,4,128,best,0.5921980880922955
gini,18,log2,256,4,128,random,0.5526078731574567
gini,18,log2,256,8,128,best,0.5921980880922955
gini,18,log2,256,8,128,random,0.5526078731574567
gini,18,log2,256,16,128,best,0.5921980880922955
gini,18,log2,256,16,128,random,0.5526078731574567
gini,18,log2,256,32,128,best,0.5921980880922955
gini,18,log2,256,32,128,random,0.5526078731574567
gini,18,log2,256,64,128,best,0.5921980880922955
gini,18,log2,256,64,128,random,0.5526078731574567
gini,18,log2,256,128,128,best,0.5921980880922955
gini,18,log2,256,128,128,random,0.5526078731574567
gini,18,log2,256,256,128,best,0.5921980880922955
gini,18,log2,256,256,128,random,0.5526078731574567
gini,20,sqrt,1,1,128,best,0.6571451269478454
gini,20,sqrt,1,1,128,random,0.6605016436682362
gini,20,sqrt,1,2,128,best,0.6571451269478454
gini,20,sqrt,1,2,128,random,0.6605016436682362
gini,20,sqrt,1,4,128,best,0.6584701179879038
gini,20,sqrt,1,4,128,random,0.6609294877635793
gini,20,sqrt,1,8,128,best,0.6593227697345975
gini,20,sqrt,1,8,128,random,0.658942036223368
gini,20,sqrt,1,16,128,best,0.655638984506648
gini,20,sqrt,1,16,128,random,0.6589680151978665
gini,20,sqrt,1,32,128,best,0.6569313034140984
gini,20,sqrt,1,32,128,random,0.6579080683928477
gini,20,sqrt,1,64,128,best,0.6615131438451665
gini,20,sqrt,1,64,128,random,0.6573432710912233
gini,20,sqrt,1,128,128,best,0.6543974831682025
gini,20,sqrt,1,128,128,random,0.6556626089095635
gini,20,sqrt,1,256,128,best,0.6498836231033457
gini,20,sqrt,1,256,128,random,0.6563990171375494
gini,20,sqrt,2,1,128,best,0.6537605473181579
gini,20,sqrt,2,1,128,random,0.6562181664707184
gini,20,sqrt,2,2,128,best,0.6537605473181579
gini,20,sqrt,2,2,128,random,0.6562181664707184
gini,20,sqrt,2,4,128,best,0.6537605473181579
gini,20,sqrt,2,4,128,random,0.6562181664707184
gini,20,sqrt,2,8,128,best,0.6578503867370838
gini,20,sqrt,2,8,128,random,0.6574679952447489
gini,20,sqrt,2,16,128,best,0.650612044755969
gini,20,sqrt,2,16,128,random,0.6543544136470985
gini,20,sqrt,2,32,128,best,0.6598853390926388
gini,20,sqrt,2,32,128,random,0.6586275907118172
gini,20,sqrt,2,64,128,best,0.6589381503648369
gini,20,sqrt,2,64,128,random,0.6628864343338362
gini,20,sqrt,2,128,128,best,0.65128857103789
gini,20,sqrt,2,128,128,random,0.6545257142241034
gini,20,sqrt,2,256,128,best,0.6503259719401208
gini,20,sqrt,2,256,128,random,0.6563348460311382
gini,20,sqrt,4,1,128,best,0.6585739188516958
gini,20,sqrt,4,1,128,random,0.6521611458337736
gini,20,sqrt,4,2,128,best,0.6585739188516958
gini,20,sqrt,4,2,128,random,0.6521611458337736
gini,20,sqrt,4,4,128,best,0.6585739188516958
gini,20,sqrt,4,4,128,random,0.6521611458337736
gini,20,sqrt,4,8,128,best,0.6585739188516958
gini,20,sqrt,4,8,128,random,0.6521611458337736
gini,20,sqrt,4,16,128,best,0.6603300081189487
gini,20,sqrt,4,16,128,random,0.6527033221732913
gini,20,sqrt,4,32,128,best,0.6589924363237187
gini,20,sqrt,4,32,128,random,0.6586720544030378
gini,20,sqrt,4,64,128,best,0.6558527468747458
gini,20,sqrt,4,64,128,random,0.6538439479802134
gini,20,sqrt,4,128,128,best,0.6563357216174636
gini,20,sqrt,4,128,128,random,0.6555706570364116
gini,20,sqrt,4,256,128,best,0.6472165424743666
gini,20,sqrt,4,256,128,random,0.6562966329694843
gini,20,sqrt,8,1,128,best,0.6588498821185048
gini,20,sqrt,8,1,128,random,0.653503345961545
gini,20,sqrt,8,2,128,best,0.6588498821185048
gini,20,sqrt,8,2,128,random,0.653503345961545
gini,20,sqrt,8,4,128,best,0.6588498821185048
gini,20,sqrt,8,4,128,random,0.653503345961545
gini,20,sqrt,8,8,128,best,0.6588498821185048
gini,20,sqrt,8,8,128,random,0.653503345961545
gini,20,sqrt,8,16,128,best,0.6588498821185048
gini,20,sqrt,8,16,128,random,0.653503345961545
gini,20,sqrt,8,32,128,best,0.6539884215452954
gini,20,sqrt,8,32,128,random,0.6599995512404656
gini,20,sqrt,8,64,128,best,0.6545313322359515
gini,20,sqrt,8,64,128,random,0.6547160668303814
gini,20,sqrt,8,128,128,best,0.6605255879536336
gini,20,sqrt,8,128,128,random,0.6565150296073948
gini,20,sqrt,8,256,128,best,0.6475977651448964
gini,20,sqrt,8,256,128,random,0.6505224379170103
gini,20,sqrt,16,1,128,best,0.6549057881087509
gini,20,sqrt,16,1,128,random,0.6568874162483544
gini,20,sqrt,16,2,128,best,0.6549057881087509
gini,20,sqrt,16,2,128,random,0.6568874162483544
gini,20,sqrt,16,4,128,best,0.6549057881087509
gini,20,sqrt,16,4,128,random,0.6568874162483544
gini,20,sqrt,16,8,128,best,0.6549057881087509
gini,20,sqrt,16,8,128,random,0.6568874162483544
gini,20,sqrt,16,16,128,best,0.6549057881087509
gini,20,sqrt,16,16,128,random,0.6568874162483544
gini,20,sqrt,16,32,128,best,0.6549057881087509
gini,20,sqrt,16,32,128,random,0.6568874162483544
gini,20,sqrt,16,64,128,best,0.6600161486659141
gini,20,sqrt,16,64,128,random,0.6514165713231581
gini,20,sqrt,16,128,128,best,0.6507131690234601
gini,20,sqrt,16,128,128,random,0.6577581857225728
gini,20,sqrt,16,256,128,best,0.6458529483357526
gini,20,sqrt,16,256,128,random,0.6478139050596026
gini,20,sqrt,32,1,128,best,0.649477613901844
gini,20,sqrt,32,1,128,random,0.652777449170138
gini,20,sqrt,32,2,128,best,0.649477613901844
gini,20,sqrt,32,2,128,random,0.652777449170138
gini,20,sqrt,32,4,128,best,0.649477613901844
gini,20,sqrt,32,4,128,random,0.652777449170138
gini,20,sqrt,32,8,128,best,0.649477613901844
gini,20,sqrt,32,8,128,random,0.652777449170138
gini,20,sqrt,32,16,128,best,0.649477613901844
gini,20,sqrt,32,16,128,random,0.652777449170138
gini,20,sqrt,32,32,128,best,0.649477613901844
gini,20,sqrt,32,32,128,random,0.652777449170138
gini,20,sqrt,32,64,128,best,0.649477613901844
gini,20,sqrt,32,64,128,random,0.652777449170138
gini,20,sqrt,32,128,128,best,0.6391078933602167
gini,20,sqrt,32,128,128,random,0.6476285965896533
gini,20,sqrt,32,256,128,best,0.6465723693583577
gini,20,sqrt,32,256,128,random,0.6436714644947851
gini,20,sqrt,64,1,128,best,0.6350653868434093
gini,20,sqrt,64,1,128,random,0.6399137769794553
gini,20,sqrt,64,2,128,best,0.6350653868434093
gini,20,sqrt,64,2,128,random,0.6399137769794553
gini,20,sqrt,64,4,128,best,0.6350653868434093
gini,20,sqrt,64,4,128,random,0.6399137769794553
gini,20,sqrt,64,8,128,best,0.6350653868434093
gini,20,sqrt,64,8,128,random,0.6399137769794553
gini,20,sqrt,64,16,128,best,0.6350653868434093
gini,20,sqrt,64,16,128,random,0.6399137769794553
gini,20,sqrt,64,32,128,best,0.6350653868434093
gini,20,sqrt,64,32,128,random,0.6399137769794553
gini,20,sqrt,64,64,128,best,0.6350653868434093
gini,20,sqrt,64,64,128,random,0.6399137769794553
gini,20,sqrt,64,128,128,best,0.6350653868434093
gini,20,sqrt,64,128,128,random,0.6399137769794553
gini,20,sqrt,64,256,128,best,0.6475413844933509
gini,20,sqrt,64,256,128,random,0.6326915918996815
gini,20,sqrt,128,1,128,best,0.6267345445382542
gini,20,sqrt,128,1,128,random,0.6315961189455525
gini,20,sqrt,128,2,128,best,0.6267345445382542
gini,20,sqrt,128,2,128,random,0.6315961189455525
gini,20,sqrt,128,4,128,best,0.6267345445382542
gini,20,sqrt,128,4,128,random,0.6315961189455525
gini,20,sqrt,128,8,128,best,0.6267345445382542
gini,20,sqrt,128,8,128,random,0.6315961189455525
gini,20,sqrt,128,16,128,best,0.6267345445382542
gini,20,sqrt,128,16,128,random,0.6315961189455525
gini,20,sqrt,128,32,128,best,0.6267345445382542
gini,20,sqrt,128,32,128,random,0.6315961189455525
gini,20,sqrt,128,64,128,best,0.6267345445382542
gini,20,sqrt,128,64,128,random,0.6315961189455525
gini,20,sqrt,128,128,128,best,0.6267345445382542
gini,20,sqrt,128,128,128,random,0.6315961189455525
gini,20,sqrt,128,256,128,best,0.6267345445382542
gini,20,sqrt,128,256,128,random,0.6315961189455525
gini,20,sqrt,256,1,128,best,0.6111689592422062
gini,20,sqrt,256,1,128,random,0.6170795847126446
gini,20,sqrt,256,2,128,best,0.6111689592422062
gini,20,sqrt,256,2,128,random,0.6170795847126446
gini,20,sqrt,256,4,128,best,0.6111689592422062
gini,20,sqrt,256,4,128,random,0.6170795847126446
gini,20,sqrt,256,8,128,best,0.6111689592422062
gini,20,sqrt,256,8,128,random,0.6170795847126446
gini,20,sqrt,256,16,128,best,0.6111689592422062
gini,20,sqrt,256,16,128,random,0.6170795847126446
gini,20,sqrt,256,32,128,best,0.6111689592422062
gini,20,sqrt,256,32,128,random,0.6170795847126446
gini,20,sqrt,256,64,128,best,0.6111689592422062
gini,20,sqrt,256,64,128,random,0.6170795847126446
gini,20,sqrt,256,128,128,best,0.6111689592422062
gini,20,sqrt,256,128,128,random,0.6170795847126446
gini,20,sqrt,256,256,128,best,0.6111689592422062
gini,20,sqrt,256,256,128,random,0.6170795847126446
gini,20,log2,1,1,128,best,0.6484254678956716
gini,20,log2,1,1,128,random,0.6194700118317745
gini,20,log2,1,2,128,best,0.6484254678956716
gini,20,log2,1,2,128,random,0.6194700118317745
gini,20,log2,1,4,128,best,0.649152760100432
gini,20,log2,1,4,128,random,0.6184028180229827
gini,20,log2,1,8,128,best,0.6478933019937031
gini,20,log2,1,8,128,random,0.6224213648859408
gini,20,log2,1,16,128,best,0.6496373150127649
gini,20,log2,1,16,128,random,0.6281408475587038
gini,20,log2,1,32,128,best,0.6365814937854374
gini,20,log2,1,32,128,random,0.6239434411199944
gini,20,log2,1,64,128,best,0.6451353379235378
gini,20,log2,1,64,128,random,0.6084023234408592
gini,20,log2,1,128,128,best,0.6416208517605009
gini,20,log2,1,128,128,random,0.6157598469832942
gini,20,log2,1,256,128,best,0.6409077832747166
gini,20,log2,1,256,128,random,0.6253895445433545
gini,20,log2,2,1,128,best,0.6407229255300414
gini,20,log2,2,1,128,random,0.6167560856375843
gini,20,log2,2,2,128,best,0.6407229255300414
gini,20,log2,2,2,128,random,0.6167560856375843
gini,20,log2,2,4,128,best,0.6407229255300414
gini,20,log2,2,4,128,random,0.6167560856375843
gini,20,log2,2,8,128,best,0.6329639971720652
gini,20,log2,2,8,128,random,0.6258984435655579
gini,20,log2,2,16,128,best,0.6366154418603592
gini,20,log2,2,16,128,random,0.6059953332943666
gini,20,log2,2,32,128,best,0.6445225408127245
gini,20,log2,2,32,128,random,0.6186301611108264
gini,20,log2,2,64,128,best,0.6412059887787308
gini,20,log2,2,64,128,random,0.6185549465529526
gini,20,log2,2,128,128,best,0.6400109662625247
gini,20,log2,2,128,128,random,0.6102741423783126
gini,20,log2,2,256,128,best,0.6338801768086394
gini,20,log2,2,256,128,random,0.610445201706519
gini,20,log2,4,1,128,best,0.6386500597705234
gini,20,log2,4,1,128,random,0.6213275600517644
gini,20,log2,4,2,128,best,0.6386500597705234
gini,20,log2,4,2,128,random,0.6213275600517644
gini,20,log2,4,4,128,best,0.6386500597705234
gini,20,log2,4,4,128,random,0.6213275600517644
gini,20,log2,4,8,128,best,0.6386500597705234
gini,20,log2,4,8,128,random,0.6213275600517644
gini,20,log2,4,16,128,best,0.6418378042273858
gini,20,log2,4,16,128,random,0.6139292205236588
gini,20,log2,4,32,128,best,0.6414652086915081
gini,20,log2,4,32,128,random,0.6230765748134625
gini,20,log2,4,64,128,best,0.630966112241429
gini,20,log2,4,64,128,random,0.6146344148051218
gini,20,log2,4,128,128,best,0.6314462193899874
gini,20,log2,4,128,128,random,0.6171041956489423
gini,20,log2,4,256,128,best,0.6418548045549463
gini,20,log2,4,256,128,random,0.6044187779872728
gini,20,log2,8,1,128,best,0.6378892601918497
gini,20,log2,8,1,128,random,0.6218503039026299
gini,20,log2,8,2,128,best,0.6378892601918497
gini,20,log2,8,2,128,random,0.6218503039026299
gini,20,log2,8,4,128,best,0.6378892601918497
gini,20,log2,8,4,128,random,0.6218503039026299
gini,20,log2,8,8,128,best,0.6378892601918497
gini,20,log2,8,8,128,random,0.6218503039026299
gini,20,log2,8,16,128,best,0.6378892601918497
gini,20,log2,8,16,128,random,0.6218503039026299
gini,20,log2,8,32,128,best,0.6423576832664702
gini,20,log2,8,32,128,random,0.6134763724968212
gini,20,log2,8,64,128,best,0.6352901414660456
gini,20,log2,8,64,128,random,0.6105399405009765
gini,20,log2,8,128,128,best,0.6412488541001616
gini,20,log2,8,128,128,random,0.6089057984993332
gini,20,log2,8,256,128,best,0.6417725213744032
gini,20,log2,8,256,128,random,0.6150103542191676
gini,20,log2,16,1,128,best,0.6360507509757308
gini,20,log2,16,1,128,random,0.6213492521311285
gini,20,log2,16,2,128,best,0.6360507509757308
gini,20,log2,16,2,128,random,0.6213492521311285
gini,20,log2,16,4,128,best,0.6360507509757308
gini,20,log2,16,4,128,random,0.6213492521311285
gini,20,log2,16,8,128,best,0.6360507509757308
gini,20,log2,16,8,128,random,0.6213492521311285
gini,20,log2,16,16,128,best,0.6360507509757308
gini,20,log2,16,16,128,random,0.6213492521311285
gini,20,log2,16,32,128,best,0.6360507509757308
gini,20,log2,16,32,128,random,0.6213492521311285
gini,20,log2,16,64,128,best,0.6427324604228551
gini,20,log2,16,64,128,random,0.6138183067534725
gini,20,log2,16,128,128,best,0.6421292636515362
gini,20,log2,16,128,128,random,0.6231634542319228
gini,20,log2,16,256,128,best,0.6254647240410564
gini,20,log2,16,256,128,random,0.6189803690226007
gini,20,log2,32,1,128,best,0.628176460325314
gini,20,log2,32,1,128,random,0.6084343687700965
gini,20,log2,32,2,128,best,0.628176460325314
gini,20,log2,32,2,128,random,0.6084343687700965
gini,20,log2,32,4,128,best,0.628176460325314
gini,20,log2,32,4,128,random,0.6084343687700965
gini,20,log2,32,8,128,best,0.628176460325314
gini,20,log2,32,8,128,random,0.6084343687700965
gini,20,log2,32,16,128,best,0.628176460325314
gini,20,log2,32,16,128,random,0.6084343687700965
gini,20,log2,32,32,128,best,0.628176460325314
gini,20,log2,32,32,128,random,0.6084343687700965
gini,20,log2,32,64,128,best,0.628176460325314
gini,20,log2,32,64,128,random,0.6084343687700965
gini,20,log2,32,128,128,best,0.6342562920536436
gini,20,log2,32,128,128,random,0.611362348246602
gini,20,log2,32,256,128,best,0.6308213454893339
gini,20,log2,32,256,128,random,0.6045366616134151
gini,20,log2,64,1,128,best,0.6271522596453866
gini,20,log2,64,1,128,random,0.5888155358498809
gini,20,log2,64,2,128,best,0.6271522596453866
gini,20,log2,64,2,128,random,0.5888155358498809
gini,20,log2,64,4,128,best,0.6271522596453866
gini,20,log2,64,4,128,random,0.5888155358498809
gini,20,log2,64,8,128,best,0.6271522596453866
gini,20,log2,64,8,128,random,0.5888155358498809
gini,20,log2,64,16,128,best,0.6271522596453866
gini,20,log2,64,16,128,random,0.5888155358498809
gini,20,log2,64,32,128,best,0.6271522596453866
gini,20,log2,64,32,128,random,0.5888155358498809
gini,20,log2,64,64,128,best,0.6271522596453866
gini,20,log2,64,64,128,random,0.5888155358498809
gini,20,log2,64,128,128,best,0.6271522596453866
gini,20,log2,64,128,128,random,0.5888155358498809
gini,20,log2,64,256,128,best,0.627474928396582
gini,20,log2,64,256,128,random,0.5761160258915604
gini,20,log2,128,1,128,best,0.6039277084553953
gini,20,log2,128,1,128,random,0.5839972367075615
gini,20,log2,128,2,128,best,0.6039277084553953
gini,20,log2,128,2,128,random,0.5839972367075615
gini,20,log2,128,4,128,best,0.6039277084553953
gini,20,log2,128,4,128,random,0.5839972367075615
gini,20,log2,128,8,128,best,0.6039277084553953
gini,20,log2,128,8,128,random,0.5839972367075615
gini,20,log2,128,16,128,best,0.6039277084553953
gini,20,log2,128,16,128,random,0.5839972367075615
gini,20,log2,128,32,128,best,0.6039277084553953
gini,20,log2,128,32,128,random,0.5839972367075615
gini,20,log2,128,64,128,best,0.6039277084553953
gini,20,log2,128,64,128,random,0.5839972367075615
gini,20,log2,128,128,128,best,0.6039277084553953
gini,20,log2,128,128,128,random,0.5839972367075615
gini,20,log2,128,256,128,best,0.6039277084553953
gini,20,log2,128,256,128,random,0.5839972367075615
gini,20,log2,256,1,128,best,0.6092924107571055
gini,20,log2,256,1,128,random,0.540609480271432
gini,20,log2,256,2,128,best,0.6092924107571055
gini,20,log2,256,2,128,random,0.540609480271432
gini,20,log2,256,4,128,best,0.6092924107571055
gini,20,log2,256,4,128,random,0.540609480271432
gini,20,log2,256,8,128,best,0.6092924107571055
gini,20,log2,256,8,128,random,0.540609480271432
gini,20,log2,256,16,128,best,0.6092924107571055
gini,20,log2,256,16,128,random,0.540609480271432
gini,20,log2,256,32,128,best,0.6092924107571055
gini,20,log2,256,32,128,random,0.540609480271432
gini,20,log2,256,64,128,best,0.6092924107571055
gini,20,log2,256,64,128,random,0.540609480271432
gini,20,log2,256,128,128,best,0.6092924107571055
gini,20,log2,256,128,128,random,0.540609480271432
gini,20,log2,256,256,128,best,0.6092924107571055
gini,20,log2,256,256,128,random,0.540609480271432
gini,22,sqrt,1,1,128,best,0.6602268417528318
gini,22,sqrt,1,1,128,random,0.6604564728499872
gini,22,sqrt,1,2,128,best,0.6602268417528318
gini,22,sqrt,1,2,128,random,0.6604564728499872
gini,22,sqrt,1,4,128,best,0.658715784111144
gini,22,sqrt,1,4,128,random,0.6614452953404105
gini,22,sqrt,1,8,128,best,0.6592151059260888
gini,22,sqrt,1,8,128,random,0.6594249654822552
gini,22,sqrt,1,16,128,best,0.6594166207782461
gini,22,sqrt,1,16,128,random,0.6609550524040109
gini,22,sqrt,1,32,128,best,0.6601548756834953
gini,22,sqrt,1,32,128,random,0.6588262819765132
gini,22,sqrt,1,64,128,best,0.6632044494496069
gini,22,sqrt,1,64,128,random,0.6577945379527339
gini,22,sqrt,1,128,128,best,0.657706443037566
gini,22,sqrt,1,128,128,random,0.6614102261306307
gini,22,sqrt,1,256,128,best,0.6568757175351005
gini,22,sqrt,1,256,128,random,0.6529479098202705
gini,22,sqrt,2,1,128,best,0.6609703038819976
gini,22,sqrt,2,1,128,random,0.6584722681502532
gini,22,sqrt,2,2,128,best,0.6609703038819976
gini,22,sqrt,2,2,128,random,0.6584722681502532
gini,22,sqrt,2,4,128,best,0.6609703038819976
gini,22,sqrt,2,4,128,random,0.6584722681502532
gini,22,sqrt,2,8,128,best,0.6572959476935976
gini,22,sqrt,2,8,128,random,0.6607954479154247
gini,22,sqrt,2,16,128,best,0.6619894606611118
gini,22,sqrt,2,16,128,random,0.6588712941534661
gini,22,sqrt,2,32,128,best,0.6647190161265116
gini,22,sqrt,2,32,128,random,0.6657527521537303
