criterion,max_depth,max_features,min_samples_leaf,min_samples_split,random_state,splitter,score
entropy,,sqrt,256,16,128,best,0.6054700295240282
entropy,,sqrt,256,16,128,random,0.6250096339258518
entropy,,sqrt,256,32,128,best,0.6054700295240282
entropy,,sqrt,256,32,128,random,0.6250096339258518
entropy,,sqrt,256,64,128,best,0.6054700295240282
entropy,,sqrt,256,64,128,random,0.6250096339258518
entropy,,sqrt,256,128,128,best,0.6054700295240282
entropy,,sqrt,256,128,128,random,0.6250096339258518
entropy,,sqrt,256,256,128,best,0.6054700295240282
entropy,,sqrt,256,256,128,random,0.6250096339258518
entropy,,log2,1,1,128,best,0.6401015762532539
entropy,,log2,1,1,128,random,0.6377003458786176
entropy,,log2,1,2,128,best,0.6401015762532539
entropy,,log2,1,2,128,random,0.6377003458786176
entropy,,log2,1,4,128,best,0.6430044924947933
entropy,,log2,1,4,128,random,0.6385360663068195
entropy,,log2,1,8,128,best,0.6463673722937172
entropy,,log2,1,8,128,random,0.6440620296546683
entropy,,log2,1,16,128,best,0.6534996290121103
entropy,,log2,1,16,128,random,0.6454433205359079
entropy,,log2,1,32,128,best,0.6576962822981011
entropy,,log2,1,32,128,random,0.6483508146832578
entropy,,log2,1,64,128,best,0.6578362360870575
entropy,,log2,1,64,128,random,0.6479202567670356
entropy,,log2,1,128,128,best,0.6570550744213305
entropy,,log2,1,128,128,random,0.645704110773436
entropy,,log2,1,256,128,best,0.6455705818770556
entropy,,log2,1,256,128,random,0.6292532160653694
entropy,,log2,2,1,128,best,0.6500913144860386
entropy,,log2,2,1,128,random,0.6392419656273624
entropy,,log2,2,2,128,best,0.6500913144860386
entropy,,log2,2,2,128,random,0.6392419656273624
entropy,,log2,2,4,128,best,0.6500913144860386
entropy,,log2,2,4,128,random,0.6392419656273624
entropy,,log2,2,8,128,best,0.6506777801290817
entropy,,log2,2,8,128,random,0.645804287311882
entropy,,log2,2,16,128,best,0.655473376697409
entropy,,log2,2,16,128,random,0.6474709550687001
entropy,,log2,2,32,128,best,0.6562481822794356
entropy,,log2,2,32,128,random,0.6497988248621489
entropy,,log2,2,64,128,best,0.656363685058959
entropy,,log2,2,64,128,random,0.6459825597205903
entropy,,log2,2,128,128,best,0.6532277346195843
entropy,,log2,2,128,128,random,0.6406332523608081
entropy,,log2,2,256,128,best,0.6445143504023451
entropy,,log2,2,256,128,random,0.6271827850888451
entropy,,log2,4,1,128,best,0.649887181177705
entropy,,log2,4,1,128,random,0.6437012280013331
entropy,,log2,4,2,128,best,0.649887181177705
entropy,,log2,4,2,128,random,0.6437012280013331
entropy,,log2,4,4,128,best,0.649887181177705
entropy,,log2,4,4,128,random,0.6437012280013331
entropy,,log2,4,8,128,best,0.649887181177705
entropy,,log2,4,8,128,random,0.6437012280013331
entropy,,log2,4,16,128,best,0.6520993912539624
entropy,,log2,4,16,128,random,0.6443973569177812
entropy,,log2,4,32,128,best,0.6556272749529507
entropy,,log2,4,32,128,random,0.6457103699328037
entropy,,log2,4,64,128,best,0.6522117067258224
entropy,,log2,4,64,128,random,0.6398125178181496
entropy,,log2,4,128,128,best,0.652798619141563
entropy,,log2,4,128,128,random,0.6385728938022045
entropy,,log2,4,256,128,best,0.6523796600428752
entropy,,log2,4,256,128,random,0.62900687591253
entropy,,log2,8,1,128,best,0.648232110321391
entropy,,log2,8,1,128,random,0.637876739788415
entropy,,log2,8,2,128,best,0.648232110321391
entropy,,log2,8,2,128,random,0.637876739788415
entropy,,log2,8,4,128,best,0.648232110321391
entropy,,log2,8,4,128,random,0.637876739788415
entropy,,log2,8,8,128,best,0.648232110321391
entropy,,log2,8,8,128,random,0.637876739788415
entropy,,log2,8,16,128,best,0.648232110321391
entropy,,log2,8,16,128,random,0.637876739788415
entropy,,log2,8,32,128,best,0.6562008262081912
entropy,,log2,8,32,128,random,0.6314260211296244
entropy,,log2,8,64,128,best,0.6465005334990928
entropy,,log2,8,64,128,random,0.6405050188895344
entropy,,log2,8,128,128,best,0.6433301192844315
entropy,,log2,8,128,128,random,0.6298190280393504
entropy,,log2,8,256,128,best,0.6360637245491857
entropy,,log2,8,256,128,random,0.6265833495300587
entropy,,log2,16,1,128,best,0.6359376611035764
entropy,,log2,16,1,128,random,0.6272493127027551
entropy,,log2,16,2,128,best,0.6359376611035764
entropy,,log2,16,2,128,random,0.6272493127027551
entropy,,log2,16,4,128,best,0.6359376611035764
entropy,,log2,16,4,128,random,0.6272493127027551
entropy,,log2,16,8,128,best,0.6359376611035764
entropy,,log2,16,8,128,random,0.6272493127027551
entropy,,log2,16,16,128,best,0.6359376611035764
entropy,,log2,16,16,128,random,0.6272493127027551
entropy,,log2,16,32,128,best,0.6359376611035764
entropy,,log2,16,32,128,random,0.6272493127027551
entropy,,log2,16,64,128,best,0.6405539563043368
entropy,,log2,16,64,128,random,0.6265638116017097
entropy,,log2,16,128,128,best,0.6470203789788198
entropy,,log2,16,128,128,random,0.6217381686272224
entropy,,log2,16,256,128,best,0.6409667731251311
entropy,,log2,16,256,128,random,0.61848889727731
entropy,,log2,32,1,128,best,0.630831509935727
entropy,,log2,32,1,128,random,0.619931856036137
entropy,,log2,32,2,128,best,0.630831509935727
entropy,,log2,32,2,128,random,0.619931856036137
entropy,,log2,32,4,128,best,0.630831509935727
entropy,,log2,32,4,128,random,0.619931856036137
entropy,,log2,32,8,128,best,0.630831509935727
entropy,,log2,32,8,128,random,0.619931856036137
entropy,,log2,32,16,128,best,0.630831509935727
entropy,,log2,32,16,128,random,0.619931856036137
entropy,,log2,32,32,128,best,0.630831509935727
entropy,,log2,32,32,128,random,0.619931856036137
entropy,,log2,32,64,128,best,0.630831509935727
entropy,,log2,32,64,128,random,0.619931856036137
entropy,,log2,32,128,128,best,0.6349601270532709
entropy,,log2,32,128,128,random,0.6041607982623739
entropy,,log2,32,256,128,best,0.6338017151394081
entropy,,log2,32,256,128,random,0.6093174318842274
entropy,,log2,64,1,128,best,0.6243134371418466
entropy,,log2,64,1,128,random,0.5833512322321188
entropy,,log2,64,2,128,best,0.6243134371418466
entropy,,log2,64,2,128,random,0.5833512322321188
entropy,,log2,64,4,128,best,0.6243134371418466
entropy,,log2,64,4,128,random,0.5833512322321188
entropy,,log2,64,8,128,best,0.6243134371418466
entropy,,log2,64,8,128,random,0.5833512322321188
entropy,,log2,64,16,128,best,0.6243134371418466
entropy,,log2,64,16,128,random,0.5833512322321188
entropy,,log2,64,32,128,best,0.6243134371418466
entropy,,log2,64,32,128,random,0.5833512322321188
entropy,,log2,64,64,128,best,0.6243134371418466
entropy,,log2,64,64,128,random,0.5833512322321188
entropy,,log2,64,128,128,best,0.6243134371418466
entropy,,log2,64,128,128,random,0.5833512322321188
entropy,,log2,64,256,128,best,0.618483622268441
entropy,,log2,64,256,128,random,0.594517815505114
entropy,,log2,128,1,128,best,0.6125793904158398
entropy,,log2,128,1,128,random,0.5801073528029178
entropy,,log2,128,2,128,best,0.6125793904158398
entropy,,log2,128,2,128,random,0.5801073528029178
entropy,,log2,128,4,128,best,0.6125793904158398
entropy,,log2,128,4,128,random,0.5801073528029178
entropy,,log2,128,8,128,best,0.6125793904158398
entropy,,log2,128,8,128,random,0.5801073528029178
entropy,,log2,128,16,128,best,0.6125793904158398
entropy,,log2,128,16,128,random,0.5801073528029178
entropy,,log2,128,32,128,best,0.6125793904158398
entropy,,log2,128,32,128,random,0.5801073528029178
entropy,,log2,128,64,128,best,0.6125793904158398
entropy,,log2,128,64,128,random,0.5801073528029178
entropy,,log2,128,128,128,best,0.6125793904158398
entropy,,log2,128,128,128,random,0.5801073528029178
entropy,,log2,128,256,128,best,0.6125793904158398
entropy,,log2,128,256,128,random,0.5801073528029178
entropy,,log2,256,1,128,best,0.5901567785941279
entropy,,log2,256,1,128,random,0.5414760379814926
entropy,,log2,256,2,128,best,0.5901567785941279
entropy,,log2,256,2,128,random,0.5414760379814926
entropy,,log2,256,4,128,best,0.5901567785941279
entropy,,log2,256,4,128,random,0.5414760379814926
entropy,,log2,256,8,128,best,0.5901567785941279
entropy,,log2,256,8,128,random,0.5414760379814926
entropy,,log2,256,16,128,best,0.5901567785941279
entropy,,log2,256,16,128,random,0.5414760379814926
entropy,,log2,256,32,128,best,0.5901567785941279
entropy,,log2,256,32,128,random,0.5414760379814926
entropy,,log2,256,64,128,best,0.5901567785941279
entropy,,log2,256,64,128,random,0.5414760379814926
entropy,,log2,256,128,128,best,0.5901567785941279
entropy,,log2,256,128,128,random,0.5414760379814926
entropy,,log2,256,256,128,best,0.5901567785941279
entropy,,log2,256,256,128,random,0.5414760379814926
entropy,12,sqrt,1,1,128,best,0.632493654866625
entropy,12,sqrt,1,1,128,random,0.6210234107120399
entropy,12,sqrt,1,2,128,best,0.632493654866625
entropy,12,sqrt,1,2,128,random,0.6210234107120399
entropy,12,sqrt,1,4,128,best,0.6250622506257281
entropy,12,sqrt,1,4,128,random,0.6270309019838756
entropy,12,sqrt,1,8,128,best,0.6315383836963527
entropy,12,sqrt,1,8,128,random,0.6176666055963433
entropy,12,sqrt,1,16,128,best,0.6157837144603107
entropy,12,sqrt,1,16,128,random,0.6198375519512164
entropy,12,sqrt,1,32,128,best,0.6225687049235534
entropy,12,sqrt,1,32,128,random,0.6396429825651303
entropy,12,sqrt,1,64,128,best,0.6248525881186472
entropy,12,sqrt,1,64,128,random,0.6074759952111258
entropy,12,sqrt,1,128,128,best,0.61540961676114
entropy,12,sqrt,1,128,128,random,0.6329525502066263
entropy,12,sqrt,1,256,128,best,0.6331446439249966
entropy,12,sqrt,1,256,128,random,0.6332217869434995
entropy,12,sqrt,2,1,128,best,0.6317642135244718
entropy,12,sqrt,2,1,128,random,0.6309098772136926
entropy,12,sqrt,2,2,128,best,0.6317642135244718
entropy,12,sqrt,2,2,128,random,0.6309098772136926
entropy,12,sqrt,2,4,128,best,0.6317642135244718
entropy,12,sqrt,2,4,128,random,0.6309098772136926
entropy,12,sqrt,2,8,128,best,0.634751005980019
entropy,12,sqrt,2,8,128,random,0.6352314863179435
entropy,12,sqrt,2,16,128,best,0.6186187415405944
entropy,12,sqrt,2,16,128,random,0.630794431391555
entropy,12,sqrt,2,32,128,best,0.6327991981255817
entropy,12,sqrt,2,32,128,random,0.6338707233335262
entropy,12,sqrt,2,64,128,best,0.6359184123307873
entropy,12,sqrt,2,64,128,random,0.6106404473871186
entropy,12,sqrt,2,128,128,best,0.6232505496672793
entropy,12,sqrt,2,128,128,random,0.6336615722588043
entropy,12,sqrt,2,256,128,best,0.6352760209048488
entropy,12,sqrt,2,256,128,random,0.6302386664917794
entropy,12,sqrt,4,1,128,best,0.6364146987818127
entropy,12,sqrt,4,1,128,random,0.6354340264055178
entropy,12,sqrt,4,2,128,best,0.6364146987818127
entropy,12,sqrt,4,2,128,random,0.6354340264055178
entropy,12,sqrt,4,4,128,best,0.6364146987818127
entropy,12,sqrt,4,4,128,random,0.6354340264055178
entropy,12,sqrt,4,8,128,best,0.6364146987818127
entropy,12,sqrt,4,8,128,random,0.6354340264055178
entropy,12,sqrt,4,16,128,best,0.6286409911208631
entropy,12,sqrt,4,16,128,random,0.6283586846842081
entropy,12,sqrt,4,32,128,best,0.6347374408100203
entropy,12,sqrt,4,32,128,random,0.6236006144845977
entropy,12,sqrt,4,64,128,best,0.631530503045346
entropy,12,sqrt,4,64,128,random,0.6199425204914311
entropy,12,sqrt,4,128,128,best,0.6362130887641511
entropy,12,sqrt,4,128,128,random,0.622984134349371
entropy,12,sqrt,4,256,128,best,0.6216596854928418
entropy,12,sqrt,4,256,128,random,0.6216469104985441
entropy,12,sqrt,8,1,128,best,0.6233336195446565
entropy,12,sqrt,8,1,128,random,0.6185601141176659
entropy,12,sqrt,8,2,128,best,0.6233336195446565
entropy,12,sqrt,8,2,128,random,0.6185601141176659
entropy,12,sqrt,8,4,128,best,0.6233336195446565
entropy,12,sqrt,8,4,128,random,0.6185601141176659
entropy,12,sqrt,8,8,128,best,0.6233336195446565
entropy,12,sqrt,8,8,128,random,0.6185601141176659
entropy,12,sqrt,8,16,128,best,0.6233336195446565
entropy,12,sqrt,8,16,128,random,0.6185601141176659
entropy,12,sqrt,8,32,128,best,0.6350780525736365
entropy,12,sqrt,8,32,128,random,0.6134211068726368
entropy,12,sqrt,8,64,128,best,0.6260821473511455
entropy,12,sqrt,8,64,128,random,0.6242462728695739
entropy,12,sqrt,8,128,128,best,0.6059398820275111
entropy,12,sqrt,8,128,128,random,0.6080736267311321
entropy,12,sqrt,8,256,128,best,0.6321032597809958
entropy,12,sqrt,8,256,128,random,0.6285894095499066
entropy,12,sqrt,16,1,128,best,0.6291355351006612
entropy,12,sqrt,16,1,128,random,0.6311868322611477
entropy,12,sqrt,16,2,128,best,0.6291355351006612
entropy,12,sqrt,16,2,128,random,0.6311868322611477
entropy,12,sqrt,16,4,128,best,0.6291355351006612
entropy,12,sqrt,16,4,128,random,0.6311868322611477
entropy,12,sqrt,16,8,128,best,0.6291355351006612
entropy,12,sqrt,16,8,128,random,0.6311868322611477
entropy,12,sqrt,16,16,128,best,0.6291355351006612
entropy,12,sqrt,16,16,128,random,0.6311868322611477
entropy,12,sqrt,16,32,128,best,0.6291355351006612
entropy,12,sqrt,16,32,128,random,0.6311868322611477
entropy,12,sqrt,16,64,128,best,0.6347953854562952
entropy,12,sqrt,16,64,128,random,0.6344636938993813
entropy,12,sqrt,16,128,128,best,0.6216587270429522
entropy,12,sqrt,16,128,128,random,0.6375836048349773
entropy,12,sqrt,16,256,128,best,0.633192555976473
entropy,12,sqrt,16,256,128,random,0.6264168080499408
entropy,12,sqrt,32,1,128,best,0.6392991472113974
entropy,12,sqrt,32,1,128,random,0.6389119460121239
entropy,12,sqrt,32,2,128,best,0.6392991472113974
entropy,12,sqrt,32,2,128,random,0.6389119460121239
entropy,12,sqrt,32,4,128,best,0.6392991472113974
entropy,12,sqrt,32,4,128,random,0.6389119460121239
entropy,12,sqrt,32,8,128,best,0.6392991472113974
entropy,12,sqrt,32,8,128,random,0.6389119460121239
entropy,12,sqrt,32,16,128,best,0.6392991472113974
entropy,12,sqrt,32,16,128,random,0.6389119460121239
entropy,12,sqrt,32,32,128,best,0.6392991472113974
entropy,12,sqrt,32,32,128,random,0.6389119460121239
entropy,12,sqrt,32,64,128,best,0.6392991472113974
entropy,12,sqrt,32,64,128,random,0.6389119460121239
entropy,12,sqrt,32,128,128,best,0.6210982011788099
entropy,12,sqrt,32,128,128,random,0.6335191490336792
entropy,12,sqrt,32,256,128,best,0.6337399594555353
entropy,12,sqrt,32,256,128,random,0.6364475267509838
entropy,12,sqrt,64,1,128,best,0.6209951716219907
entropy,12,sqrt,64,1,128,random,0.6119716984330511
entropy,12,sqrt,64,2,128,best,0.6209951716219907
entropy,12,sqrt,64,2,128,random,0.6119716984330511
entropy,12,sqrt,64,4,128,best,0.6209951716219907
entropy,12,sqrt,64,4,128,random,0.6119716984330511
entropy,12,sqrt,64,8,128,best,0.6209951716219907
entropy,12,sqrt,64,8,128,random,0.6119716984330511
entropy,12,sqrt,64,16,128,best,0.6209951716219907
entropy,12,sqrt,64,16,128,random,0.6119716984330511
entropy,12,sqrt,64,32,128,best,0.6209951716219907
entropy,12,sqrt,64,32,128,random,0.6119716984330511
entropy,12,sqrt,64,64,128,best,0.6209951716219907
entropy,12,sqrt,64,64,128,random,0.6119716984330511
entropy,12,sqrt,64,128,128,best,0.6209951716219907
entropy,12,sqrt,64,128,128,random,0.6119716984330511
entropy,12,sqrt,64,256,128,best,0.6226355704383831
entropy,12,sqrt,64,256,128,random,0.6261835211483405
entropy,12,sqrt,128,1,128,best,0.6066184996074652
entropy,12,sqrt,128,1,128,random,0.6336340067228475
entropy,12,sqrt,128,2,128,best,0.6066184996074652
entropy,12,sqrt,128,2,128,random,0.6336340067228475
entropy,12,sqrt,128,4,128,best,0.6066184996074652
entropy,12,sqrt,128,4,128,random,0.6336340067228475
entropy,12,sqrt,128,8,128,best,0.6066184996074652
entropy,12,sqrt,128,8,128,random,0.6336340067228475
entropy,12,sqrt,128,16,128,best,0.6066184996074652
entropy,12,sqrt,128,16,128,random,0.6336340067228475
entropy,12,sqrt,128,32,128,best,0.6066184996074652
entropy,12,sqrt,128,32,128,random,0.6336340067228475
entropy,12,sqrt,128,64,128,best,0.6066184996074652
entropy,12,sqrt,128,64,128,random,0.6336340067228475
entropy,12,sqrt,128,128,128,best,0.6066184996074652
entropy,12,sqrt,128,128,128,random,0.6336340067228475
entropy,12,sqrt,128,256,128,best,0.6066184996074652
entropy,12,sqrt,128,256,128,random,0.6336340067228475
entropy,12,sqrt,256,1,128,best,0.6004293557753767
entropy,12,sqrt,256,1,128,random,0.5930752531874589
entropy,12,sqrt,256,2,128,best,0.6004293557753767
entropy,12,sqrt,256,2,128,random,0.5930752531874589
entropy,12,sqrt,256,4,128,best,0.6004293557753767
entropy,12,sqrt,256,4,128,random,0.5930752531874589
entropy,12,sqrt,256,8,128,best,0.6004293557753767
entropy,12,sqrt,256,8,128,random,0.5930752531874589
entropy,12,sqrt,256,16,128,best,0.6004293557753767
entropy,12,sqrt,256,16,128,random,0.5930752531874589
entropy,12,sqrt,256,32,128,best,0.6004293557753767
entropy,12,sqrt,256,32,128,random,0.5930752531874589
entropy,12,sqrt,256,64,128,best,0.6004293557753767
entropy,12,sqrt,256,64,128,random,0.5930752531874589
entropy,12,sqrt,256,128,128,best,0.6004293557753767
entropy,12,sqrt,256,128,128,random,0.5930752531874589
entropy,12,sqrt,256,256,128,best,0.6004293557753767
entropy,12,sqrt,256,256,128,random,0.5930752531874589
entropy,12,log2,1,1,128,best,0.6263304884852298
entropy,12,log2,1,1,128,random,0.5621456752892224
entropy,12,log2,1,2,128,best,0.6263304884852298
entropy,12,log2,1,2,128,random,0.5621456752892224
entropy,12,log2,1,4,128,best,0.6179108642573315
entropy,12,log2,1,4,128,random,0.5487949056818391
entropy,12,log2,1,8,128,best,0.5992418786965753
entropy,12,log2,1,8,128,random,0.5772613412920269
entropy,12,log2,1,16,128,best,0.6178425194227767
entropy,12,log2,1,16,128,random,0.559960151926199
entropy,12,log2,1,32,128,best,0.6216421448990723
entropy,12,log2,1,32,128,random,0.5384786904300857
entropy,12,log2,1,64,128,best,0.6193917639174876
entropy,12,log2,1,64,128,random,0.5590250883744258
entropy,12,log2,1,128,128,best,0.59971400598769
entropy,12,log2,1,128,128,random,0.5633598158963204
entropy,12,log2,1,256,128,best,0.6165563541120448
entropy,12,log2,1,256,128,random,0.5563024858655399
entropy,12,log2,2,1,128,best,0.6173305099594115
entropy,12,log2,2,1,128,random,0.5636183351963872
entropy,12,log2,2,2,128,best,0.6173305099594115
entropy,12,log2,2,2,128,random,0.5636183351963872
entropy,12,log2,2,4,128,best,0.6173305099594115
entropy,12,log2,2,4,128,random,0.5636183351963872
entropy,12,log2,2,8,128,best,0.6118604959018875
entropy,12,log2,2,8,128,random,0.5661109255399973
entropy,12,log2,2,16,128,best,0.6278049436232033
entropy,12,log2,2,16,128,random,0.5495722671935902
entropy,12,log2,2,32,128,best,0.6258749499456098
entropy,12,log2,2,32,128,random,0.5426839720086529
entropy,12,log2,2,64,128,best,0.6175128855669807
entropy,12,log2,2,64,128,random,0.5440292840166941
entropy,12,log2,2,128,128,best,0.6031878679629686
entropy,12,log2,2,128,128,random,0.5501158785276133
entropy,12,log2,2,256,128,best,0.6241792395967867
entropy,12,log2,2,256,128,random,0.5641699095788436
entropy,12,log2,4,1,128,best,0.60084611352677
entropy,12,log2,4,1,128,random,0.5699692325935258
entropy,12,log2,4,2,128,best,0.60084611352677
entropy,12,log2,4,2,128,random,0.5699692325935258
entropy,12,log2,4,4,128,best,0.60084611352677
entropy,12,log2,4,4,128,random,0.5699692325935258
entropy,12,log2,4,8,128,best,0.60084611352677
entropy,12,log2,4,8,128,random,0.5699692325935258
entropy,12,log2,4,16,128,best,0.6156124325307876
entropy,12,log2,4,16,128,random,0.5602783789804953
entropy,12,log2,4,32,128,best,0.617885721429063
entropy,12,log2,4,32,128,random,0.5575926826904464
entropy,12,log2,4,64,128,best,0.6191826339182037
entropy,12,log2,4,64,128,random,0.5536916456057706
entropy,12,log2,4,128,128,best,0.6125233429557629
entropy,12,log2,4,128,128,random,0.5575384052003874
entropy,12,log2,4,256,128,best,0.6084503095811281
entropy,12,log2,4,256,128,random,0.5665596656559062
entropy,12,log2,8,1,128,best,0.6053002498621264
entropy,12,log2,8,1,128,random,0.569513444176378
entropy,12,log2,8,2,128,best,0.6053002498621264
entropy,12,log2,8,2,128,random,0.569513444176378
entropy,12,log2,8,4,128,best,0.6053002498621264
entropy,12,log2,8,4,128,random,0.569513444176378
entropy,12,log2,8,8,128,best,0.6053002498621264
entropy,12,log2,8,8,128,random,0.569513444176378
entropy,12,log2,8,16,128,best,0.6053002498621264
entropy,12,log2,8,16,128,random,0.569513444176378
entropy,12,log2,8,32,128,best,0.6173944741299072
entropy,12,log2,8,32,128,random,0.566782470904549
entropy,12,log2,8,64,128,best,0.5978512651583374
entropy,12,log2,8,64,128,random,0.5680065971282616
entropy,12,log2,8,128,128,best,0.6130379282593587
entropy,12,log2,8,128,128,random,0.5638873106924441
entropy,12,log2,8,256,128,best,0.6110473305263402
entropy,12,log2,8,256,128,random,0.5384174110034828
entropy,12,log2,16,1,128,best,0.6031885476445414
entropy,12,log2,16,1,128,random,0.5515135719568428
entropy,12,log2,16,2,128,best,0.6031885476445414
entropy,12,log2,16,2,128,random,0.5515135719568428
entropy,12,log2,16,4,128,best,0.6031885476445414
entropy,12,log2,16,4,128,random,0.5515135719568428
entropy,12,log2,16,8,128,best,0.6031885476445414
entropy,12,log2,16,8,128,random,0.5515135719568428
entropy,12,log2,16,16,128,best,0.6031885476445414
entropy,12,log2,16,16,128,random,0.5515135719568428
entropy,12,log2,16,32,128,best,0.6031885476445414
entropy,12,log2,16,32,128,random,0.5515135719568428
entropy,12,log2,16,64,128,best,0.6003358612317251
entropy,12,log2,16,64,128,random,0.56964010697087
entropy,12,log2,16,128,128,best,0.6166058890893539
entropy,12,log2,16,128,128,random,0.5505360548709358
entropy,12,log2,16,256,128,best,0.617633368918351
entropy,12,log2,16,256,128,random,0.5454359455924604
entropy,12,log2,32,1,128,best,0.609463056600635
entropy,12,log2,32,1,128,random,0.5624011169648238
entropy,12,log2,32,2,128,best,0.609463056600635
entropy,12,log2,32,2,128,random,0.5624011169648238
entropy,12,log2,32,4,128,best,0.609463056600635
entropy,12,log2,32,4,128,random,0.5624011169648238
entropy,12,log2,32,8,128,best,0.609463056600635
entropy,12,log2,32,8,128,random,0.5624011169648238
entropy,12,log2,32,16,128,best,0.609463056600635
entropy,12,log2,32,16,128,random,0.5624011169648238
entropy,12,log2,32,32,128,best,0.609463056600635
entropy,12,log2,32,32,128,random,0.5624011169648238
entropy,12,log2,32,64,128,best,0.609463056600635
entropy,12,log2,32,64,128,random,0.5624011169648238
entropy,12,log2,32,128,128,best,0.6099130750029019
entropy,12,log2,32,128,128,random,0.5613937495265667
entropy,12,log2,32,256,128,best,0.5920053888195757
entropy,12,log2,32,256,128,random,0.5603114506596809
entropy,12,log2,64,1,128,best,0.6222222077561246
entropy,12,log2,64,1,128,random,0.583813511293452
entropy,12,log2,64,2,128,best,0.6222222077561246
entropy,12,log2,64,2,128,random,0.583813511293452
entropy,12,log2,64,4,128,best,0.6222222077561246
entropy,12,log2,64,4,128,random,0.583813511293452
entropy,12,log2,64,8,128,best,0.6222222077561246
entropy,12,log2,64,8,128,random,0.583813511293452
entropy,12,log2,64,16,128,best,0.6222222077561246
entropy,12,log2,64,16,128,random,0.583813511293452
entropy,12,log2,64,32,128,best,0.6222222077561246
entropy,12,log2,64,32,128,random,0.583813511293452
entropy,12,log2,64,64,128,best,0.6222222077561246
entropy,12,log2,64,64,128,random,0.583813511293452
entropy,12,log2,64,128,128,best,0.6222222077561246
entropy,12,log2,64,128,128,random,0.583813511293452
entropy,12,log2,64,256,128,best,0.610343862096641
entropy,12,log2,64,256,128,random,0.5554440421903629
entropy,12,log2,128,1,128,best,0.5922064618728456
entropy,12,log2,128,1,128,random,0.5516351810797057
entropy,12,log2,128,2,128,best,0.5922064618728456
entropy,12,log2,128,2,128,random,0.5516351810797057
entropy,12,log2,128,4,128,best,0.5922064618728456
entropy,12,log2,128,4,128,random,0.5516351810797057
entropy,12,log2,128,8,128,best,0.5922064618728456
entropy,12,log2,128,8,128,random,0.5516351810797057
entropy,12,log2,128,16,128,best,0.5922064618728456
entropy,12,log2,128,16,128,random,0.5516351810797057
entropy,12,log2,128,32,128,best,0.5922064618728456
entropy,12,log2,128,32,128,random,0.5516351810797057
entropy,12,log2,128,64,128,best,0.5922064618728456
entropy,12,log2,128,64,128,random,0.5516351810797057
entropy,12,log2,128,128,128,best,0.5922064618728456
entropy,12,log2,128,128,128,random,0.5516351810797057
entropy,12,log2,128,256,128,best,0.5922064618728456
entropy,12,log2,128,256,128,random,0.5516351810797057
entropy,12,log2,256,1,128,best,0.5841439055149317
entropy,12,log2,256,1,128,random,0.5371938106996731
entropy,12,log2,256,2,128,best,0.5841439055149317
entropy,12,log2,256,2,128,random,0.5371938106996731
entropy,12,log2,256,4,128,best,0.5841439055149317
entropy,12,log2,256,4,128,random,0.5371938106996731
entropy,12,log2,256,8,128,best,0.5841439055149317
entropy,12,log2,256,8,128,random,0.5371938106996731
entropy,12,log2,256,16,128,best,0.5841439055149317
entropy,12,log2,256,16,128,random,0.5371938106996731
entropy,12,log2,256,32,128,best,0.5841439055149317
entropy,12,log2,256,32,128,random,0.5371938106996731
entropy,12,log2,256,64,128,best,0.5841439055149317
entropy,12,log2,256,64,128,random,0.5371938106996731
entropy,12,log2,256,128,128,best,0.5841439055149317
entropy,12,log2,256,128,128,random,0.5371938106996731
entropy,12,log2,256,256,128,best,0.5841439055149317
entropy,12,log2,256,256,128,random,0.5371938106996731
entropy,14,sqrt,1,1,128,best,0.6367339490797098
entropy,14,sqrt,1,1,128,random,0.6355248017628489
entropy,14,sqrt,1,2,128,best,0.6367339490797098
entropy,14,sqrt,1,2,128,random,0.6355248017628489
entropy,14,sqrt,1,4,128,best,0.6421229118007359
entropy,14,sqrt,1,4,128,random,0.6347303650565073
entropy,14,sqrt,1,8,128,best,0.6569035716158291
entropy,14,sqrt,1,8,128,random,0.6344412170819361
entropy,14,sqrt,1,16,128,best,0.6439663185013752
entropy,14,sqrt,1,16,128,random,0.6497526036295648
entropy,14,sqrt,1,32,128,best,0.644420953058656
entropy,14,sqrt,1,32,128,random,0.6529411145099907
entropy,14,sqrt,1,64,128,best,0.6411328682647891
entropy,14,sqrt,1,64,128,random,0.6401584525662369
entropy,14,sqrt,1,128,128,best,0.6463378311827822
entropy,14,sqrt,1,128,128,random,0.6336332052221443
entropy,14,sqrt,1,256,128,best,0.6433238219900571
entropy,14,sqrt,1,256,128,random,0.6338066899287913
entropy,14,sqrt,2,1,128,best,0.6412466518417753
entropy,14,sqrt,2,1,128,random,0.6338780322469479
entropy,14,sqrt,2,2,128,best,0.6412466518417753
entropy,14,sqrt,2,2,128,random,0.6338780322469479
entropy,14,sqrt,2,4,128,best,0.6412466518417753
entropy,14,sqrt,2,4,128,random,0.6338780322469479
entropy,14,sqrt,2,8,128,best,0.6395738115712036
entropy,14,sqrt,2,8,128,random,0.6408392890265405
entropy,14,sqrt,2,16,128,best,0.641964426391629
entropy,14,sqrt,2,16,128,random,0.6555010520480354
entropy,14,sqrt,2,32,128,best,0.644035427029473
entropy,14,sqrt,2,32,128,random,0.6374984125811703
entropy,14,sqrt,2,64,128,best,0.6469653994271646
entropy,14,sqrt,2,64,128,random,0.6376166484397355
entropy,14,sqrt,2,128,128,best,0.639463535063801
entropy,14,sqrt,2,128,128,random,0.6365670670963369
